Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time.1,Playing Time.2,Performance,Performance.1,Performance.2,Performance.3,Performance.4,Performance.5,Performance.6,Performance.7,Expected,Expected.1,Expected.2,Expected.3,Progression,Progression.1,Progression.2,Per 90 Minutes,Per 90 Minutes.1,Per 90 Minutes.2,Per 90 Minutes.3,Per 90 Minutes.4,Per 90 Minutes.5,Per 90 Minutes.6,Per 90 Minutes.7,Per 90 Minutes.8,Per 90 Minutes.9,Unnamed: 33_level_0,Season,Team_Scraping,Playing Time.3
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,
Assan Ouedraogo,de GER,"MF,DF",19-017,5,0,74.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.34,Matches,2024-2025,RB Leipzig,
Viggo Gebel,de GER,DF,17-185,4,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,RB Leipzig,
Faik Sakar,de GER,MF,17-132,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,RB Leipzig,
Leopold Zingerle,de GER,GK,31-046,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024-2025,RB Leipzig,
Lionel Voufack,de GER,DF,17-231,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024-2025,RB Leipzig,
Fernando Dickes,de GER,GK,17-225,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024-2025,RB Leipzig,
Robert Ramsak,de GER,FW,18-210,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024-2025,RB Leipzig,
Nuha Jatta,gm GAM,MF,19-072,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024-2025,RB Leipzig,
Leon Koß,de GER,DF,18-256,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024-2025,RB Leipzig,
Mika Walther,de GER,MF,17-242,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024-2025,RB Leipzig,
Jonathan Norbye,no NOR,DF,18-061,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024-2025,RB Leipzig,
Player,Nation,Pos,Age,,MP,Starts,Min,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,90s
Iván Cuéllar,es ESP,GK,33,,35,35,3150.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Leganes,35.0
Javier Eraso,es ESP,"MF,FW",27,,42,36,3032.0,5.0,5.0,10.0,5.0,0.0,0.0,4.0,0.0,4.3,4.3,3.4,7.7,39.0,75.0,145.0,0.15,0.15,0.3,0.15,0.3,0.15,0.12,0.27,0.15,0.27,Matches,2017-2018,Leganes,33.7
Rubén Pérez,es ESP,MF,28,,36,34,2891.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.3,0.3,0.8,1.1,13.0,161.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,2017-2018,Leganes,32.1
Gabriel,br BRA,MF,23,,35,33,2872.0,6.0,2.0,8.0,5.0,1.0,1.0,7.0,1.0,5.5,4.7,2.0,6.7,31.0,117.0,50.0,0.19,0.06,0.25,0.16,0.22,0.21,0.08,0.28,0.18,0.26,Matches,2017-2018,Leganes,31.9
Diego Rico,es ESP,DF,24,,33,32,2776.0,3.0,2.0,5.0,3.0,0.0,0.0,10.0,1.0,1.4,1.4,3.5,4.9,50.0,107.0,107.0,0.1,0.06,0.16,0.1,0.16,0.06,0.14,0.2,0.06,0.2,Matches,2017-2018,Leganes,30.8
Nabil El Zhar,ma MAR,"FW,MF",30,,38,28,2663.0,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,3.8,3.8,2.3,6.2,67.0,97.0,132.0,0.1,0.07,0.17,0.1,0.17,0.17,0.11,0.28,0.17,0.28,Matches,2017-2018,Leganes,29.6
Dimitris Siovas,gr GRE,DF,28,,30,30,2564.0,2.0,1.0,3.0,2.0,0.0,0.0,11.0,1.0,1.7,1.7,0.7,2.4,11.0,44.0,1.0,0.07,0.04,0.11,0.07,0.11,0.08,0.03,0.11,0.08,0.11,Matches,2017-2018,Leganes,28.5
Joseba Zaldúa,es ESP,DF,25,,30,29,2557.0,1.0,0.0,1.0,1.0,0.0,0.0,9.0,1.0,0.6,0.6,2.2,2.8,64.0,100.0,95.0,0.04,0.0,0.04,0.04,0.04,0.02,0.08,0.1,0.02,0.1,Matches,2017-2018,Leganes,28.4
Unai Bustinza,es ESP,DF,25,,26,24,2177.0,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,2.4,2.4,0.2,2.6,12.0,37.0,9.0,0.08,0.04,0.12,0.08,0.12,0.13,0.01,0.14,0.13,0.14,Matches,2017-2018,Leganes,24.2
Claudio Beauvue,gp GLP,FW,29,,35,22,2155.0,3.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,4.2,4.2,1.3,5.5,18.0,22.0,70.0,0.13,0.0,0.13,0.13,0.13,0.23,0.07,0.29,0.23,0.29,Matches,2017-2018,Leganes,23.9
Nordin Amrabat,ma MAR,"FW,MF",30,,35,21,1916.0,3.0,4.0,7.0,3.0,0.0,0.0,7.0,1.0,3.7,3.7,3.2,6.9,87.0,50.0,146.0,0.14,0.19,0.33,0.14,0.33,0.2,0.18,0.38,0.2,0.38,Matches,2017-2018,Leganes,21.3
Gerard Gumbau,es ESP,MF,22,,31,21,1892.0,1.0,0.0,1.0,1.0,0.0,0.0,11.0,0.0,0.7,0.7,0.5,1.2,6.0,49.0,5.0,0.05,0.0,0.05,0.05,0.05,0.04,0.03,0.07,0.04,0.07,Matches,2017-2018,Leganes,21.0
Raúl García,es ESP,DF,28,,24,18,1701.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,2.2,2.4,21.0,36.0,13.0,0.0,0.16,0.16,0.0,0.16,0.01,0.14,0.16,0.01,0.16,Matches,2017-2018,Leganes,18.9
Ezequiel Muñoz,ar ARG,DF,26,,21,19,1587.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.7,1.0,2.0,10.0,0.0,0.0,0.06,0.06,0.0,0.06,0.02,0.04,0.06,0.02,0.06,Matches,2017-2018,Leganes,17.6
Omar Ramos,es ESP,"FW,MF",29,,26,18,1501.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,1.8,2.3,30.0,47.0,81.0,0.0,0.06,0.06,0.0,0.06,0.03,0.11,0.14,0.03,0.14,Matches,2017-2018,Leganes,16.7
Darko Brašanac,rs SRB,"MF,FW",25,,28,16,1491.0,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,1.6,1.6,1.0,2.5,24.0,34.0,37.0,0.12,0.0,0.12,0.12,0.12,0.12,0.07,0.19,0.12,0.19,Matches,2017-2018,Leganes,16.6
Miguel Ángel Guerrero,es ESP,FW,27,,22,15,1442.0,4.0,3.0,7.0,4.0,0.0,1.0,3.0,0.0,5.7,4.9,1.5,6.4,16.0,18.0,87.0,0.25,0.19,0.44,0.25,0.44,0.35,0.09,0.45,0.31,0.4,Matches,2017-2018,Leganes,16.0
Tito,es ESP,DF,32,,17,14,1323.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,21.0,17.0,0.07,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Leganes,14.7
Martín Mantovani,ar ARG,DF,33,,19,11,1171.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.8,0.8,0.1,0.9,2.0,20.0,0.0,0.08,0.0,0.08,0.08,0.08,0.07,0.01,0.08,0.07,0.08,Matches,2017-2018,Leganes,13.0
Alexander,ar ARG,"MF,FW",28,,15,13,1100.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,2.2,1.4,2.5,3.9,17.0,26.0,72.0,0.16,0.16,0.33,0.08,0.25,0.19,0.21,0.4,0.12,0.33,Matches,2017-2018,Leganes,12.2
Mauro dos Santos,ar ARG,DF,28,,14,10,983.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.0,0.1,3.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Leganes,10.9
Naranjo,es ESP,"MF,FW",23,,22,11,933.0,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.7,0.7,0.4,1.1,10.0,10.0,24.0,0.1,0.19,0.29,0.1,0.29,0.11,0.06,0.17,0.11,0.17,Matches,2017-2018,Leganes,10.4
Nereo Champagne,ar ARG,GK,32,,10,10,900.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Leganes,10.0
Erik Morán,es ESP,MF,26,,7,3,273.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Leganes,3.0
Mamadou Koné,ci CIV,FW,25,,2,2,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,2017-2018,Leganes,1.9
Jon Ander Serantes,es ESP,GK,27,,1,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Leganes,1.0
Alejandro Gutiérrez Mozo,es ESP,MF,22,,1,0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Leganes,0.5
Jaime Sierra Mateos,es ESP,"FW,MF",19,,2,0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Leganes,0.3
Sergio Arribas,es ESP,MF,22,,1,0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Leganes,0.3
Leonardo Rocha,pt POR,FW,20,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2017-2018,Leganes,
Gabri,es ESP,FW,21,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2017-2018,Leganes,
William,br BRA,FW,18,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2017-2018,Leganes,
Dani Gallardo,es ESP,DF,21,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2017-2018,Leganes,
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,
Arthur Desmas,fr FRA,GK,29,33,33,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,2023-2024,Le Havre,
Gautier Lloris,fr FRA,DF,28,33,33,2958.0,32.9,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.1,2.1,0.2,2.3,13.0,105.0,5.0,0.06,0.0,0.06,0.06,0.06,0.07,0.01,0.07,0.07,0.07,Matches,2023-2024,Le Havre,
Arouna Sangante,sn SEN,DF,21,31,31,2777.0,30.9,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.9,0.9,1.2,2.1,20.0,107.0,27.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,Matches,2023-2024,Le Havre,
Christopher Operi,ci CIV,DF,26,29,29,2535.0,28.2,3.0,5.0,8.0,3.0,0.0,0.0,6.0,0.0,1.2,1.2,4.0,5.1,31.0,82.0,111.0,0.11,0.18,0.28,0.11,0.28,0.04,0.15,0.19,0.04,0.19,Matches,2023-2024,Le Havre,
Daler Kuzyaev,ru RUS,MF,30,33,27,2343.0,26.0,3.0,2.0,5.0,3.0,0.0,0.0,1.0,1.0,1.8,1.8,1.3,3.2,23.0,119.0,97.0,0.12,0.08,0.19,0.12,0.19,0.08,0.06,0.14,0.08,0.14,Matches,2023-2024,Le Havre,
Abdoulaye Touré,gn GUI,MF,29,30,27,2284.0,25.4,2.0,0.0,2.0,0.0,2.0,2.0,4.0,0.0,3.0,1.4,0.9,2.3,22.0,148.0,25.0,0.08,0.0,0.08,0.0,0.0,0.12,0.04,0.15,0.05,0.09,Matches,2023-2024,Le Havre,
Josué Casimir,fr FRA,"FW,DF",21,33,27,2188.0,24.3,0.0,5.0,5.0,0.0,0.0,0.0,6.0,0.0,1.9,1.9,4.3,6.3,59.0,62.0,138.0,0.0,0.21,0.21,0.0,0.21,0.09,0.19,0.28,0.09,0.28,Matches,2023-2024,Le Havre,
Etienne Youte Kinkoue,fr FRA,DF,21,24,24,2121.0,23.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.1,0.4,12.0,31.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,2023-2024,Le Havre,
Yassine Kechta,ma MAR,MF,21,35,23,2056.0,22.8,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,1.6,1.6,2.2,3.8,41.0,122.0,67.0,0.09,0.04,0.13,0.09,0.13,0.08,0.11,0.19,0.08,0.19,Matches,2023-2024,Le Havre,
Loïc Nego,hu HUN,"DF,MF",32,31,20,1751.0,19.5,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,1.3,1.3,1.0,2.3,30.0,64.0,102.0,0.0,0.15,0.15,0.0,0.15,0.08,0.06,0.13,0.08,0.13,Matches,2023-2024,Le Havre,
Emmanuel Sabbi,us USA,"FW,MF",25,33,18,1685.0,18.7,5.0,1.0,6.0,3.0,2.0,2.0,5.0,0.0,4.1,2.5,1.4,4.0,38.0,36.0,101.0,0.27,0.05,0.32,0.16,0.21,0.23,0.08,0.32,0.14,0.23,Matches,2023-2024,Le Havre,
Yoann Salmier,gf GUF,DF,30,21,19,1658.0,18.4,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.1,1.1,0.7,1.8,8.0,48.0,8.0,0.05,0.05,0.11,0.05,0.11,0.06,0.04,0.1,0.06,0.1,Matches,2023-2024,Le Havre,
Mohamed Lamine Bayo,gn GUI,FW,25,23,16,1434.0,15.9,5.0,1.0,6.0,3.0,2.0,2.0,4.0,0.0,7.2,5.7,0.6,6.2,18.0,20.0,115.0,0.31,0.06,0.38,0.19,0.25,0.47,0.04,0.51,0.37,0.4,Matches,2023-2024,Le Havre,
André Ayew,gh GHA,FW,33,20,13,1186.0,13.2,6.0,0.0,6.0,6.0,0.0,0.0,3.0,1.0,3.1,3.1,0.8,3.9,14.0,23.0,65.0,0.46,0.0,0.46,0.46,0.46,0.25,0.07,0.32,0.25,0.32,Matches,2023-2024,Le Havre,
Oussama Targhalline,ma MAR,MF,21,16,14,1154.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.2,0.2,0.4,0.6,27.0,70.0,15.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches,2023-2024,Le Havre,
Nabil Alioui,fr FRA,"MF,FW",24,19,13,1093.0,12.1,4.0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,2.4,2.4,2.2,4.6,22.0,43.0,72.0,0.33,0.16,0.49,0.33,0.49,0.21,0.19,0.41,0.21,0.41,Matches,2023-2024,Le Havre,
Antoine Joujou,fr FRA,"FW,MF",20,26,9,980.0,10.9,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.1,1.1,0.6,1.8,35.0,22.0,82.0,0.09,0.18,0.28,0.09,0.28,0.13,0.07,0.2,0.13,0.2,Matches,2023-2024,Le Havre,
Samuel Grandsir,fr FRA,"MF,FW",26,25,6,744.0,8.3,1.0,2.0,3.0,1.0,0.0,1.0,4.0,2.0,2.6,1.9,1.2,3.0,22.0,35.0,68.0,0.12,0.24,0.36,0.12,0.36,0.39,0.17,0.57,0.28,0.45,Matches,2023-2024,Le Havre,
Oualid El Hajjam,ma MAR,"DF,MF",32,16,7,663.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.9,1.3,7.0,16.0,27.0,0.0,0.0,0.0,0.0,0.0,0.09,0.2,0.29,0.09,0.29,Matches,2023-2024,Le Havre,
Rassoul Ndiaye,sn SEN,"MF,FW",21,20,7,571.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.2,0.2,0.3,0.5,7.0,25.0,16.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,Matches,2023-2024,Le Havre,
Steve Ngoura,fr FRA,"FW,MF",18,15,2,304.0,3.4,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,3.0,9.0,19.0,0.3,0.3,0.59,0.3,0.59,0.19,0.03,0.22,0.19,0.22,Matches,2023-2024,Le Havre,
Mathieu Gorgelin,fr FRA,GK,32,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023-2024,Le Havre,
Elysée Logbo,fr FRA,FW,19,10,2,248.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.5,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.12,0.04,0.16,0.12,0.16,Matches,2023-2024,Le Havre,
Issa Soumaré,sn SEN,"FW,MF",22,7,3,237.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.6,1.0,4.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.14,0.24,0.39,0.14,0.39,Matches,2023-2024,Le Havre,
Mohamed Koné,ci CIV,GK,21,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,2023-2024,Le Havre,
Alois Confais,fr FRA,"MF,FW",26,5,0,44.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023-2024,Le Havre,
Nolan Mbemba,cg CGO,MF,28,7,0,40.0,0.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.25,0.0,2.25,2.25,2.25,0.17,0.0,0.17,0.17,0.17,Matches,2023-2024,Le Havre,
Simon Ebonog,cm CMR,MF,18,4,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023-2024,Le Havre,
Kandet Diawara,gn GUI,MF,23,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,2023-2024,Le Havre,
Aliou Thiaré,sn SEN,DF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2023-2024,Le Havre,
Yoni Gomis,fr FRA,DF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2023-2024,Le Havre,
Paul Argney,fr FRA,GK,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2023-2024,Le Havre,
Mokrane Bentoumi,fr FRA,FW,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2023-2024,Le Havre,
Mathéo Bodmer,fr FRA,DF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2023-2024,Le Havre,
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,
Lukáš Hrádecký,fi FIN,GK,32,48,48,4349.0,48.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2022-2023,Leverkusen,
Edmond Tapsoba,bf BFA,DF,23,47,45,4028.0,44.8,2.0,1.0,3.0,1.0,1.0,2.0,7.0,0.0,3.3,1.7,1.6,3.3,64.0,252.0,18.0,0.04,0.02,0.07,0.02,0.04,0.08,0.04,0.11,0.04,0.08,Matches,2022-2023,Leverkusen,
Moussa Diaby,fr FRA,"FW,MF",23,48,47,3859.0,42.9,14.0,11.0,25.0,14.0,0.0,1.0,7.0,0.0,15.4,14.7,9.9,24.6,169.0,143.0,353.0,0.33,0.26,0.58,0.33,0.58,0.37,0.24,0.61,0.35,0.59,Matches,2022-2023,Leverkusen,
Jeremie Frimpong,nl NED,"MF,FW",21,48,45,3857.0,42.9,9.0,9.0,18.0,9.0,0.0,0.0,6.0,1.0,9.6,9.6,8.4,18.0,219.0,84.0,367.0,0.21,0.21,0.42,0.21,0.42,0.23,0.2,0.43,0.23,0.43,Matches,2022-2023,Leverkusen,
Jonathan Tah,de GER,DF,26,47,41,3713.0,41.3,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,1.2,1.2,0.7,1.9,11.0,106.0,4.0,0.02,0.0,0.02,0.02,0.02,0.03,0.02,0.05,0.03,0.05,Matches,2022-2023,Leverkusen,
Piero Hincapié,ec ECU,DF,20,43,40,3648.0,40.5,1.0,1.0,2.0,1.0,0.0,0.0,18.0,3.0,1.8,1.8,1.5,3.3,75.0,140.0,69.0,0.02,0.02,0.05,0.02,0.05,0.05,0.04,0.08,0.05,0.08,Matches,2022-2023,Leverkusen,
Robert Andrich,de GER,MF,27,41,40,3445.0,38.3,3.0,2.0,5.0,3.0,0.0,0.0,13.0,0.0,2.3,2.3,1.7,4.0,22.0,132.0,11.0,0.08,0.05,0.13,0.08,0.13,0.06,0.05,0.11,0.06,0.11,Matches,2022-2023,Leverkusen,
Mitchel Bakker,nl NED,"MF,DF",22,40,29,2604.0,28.9,4.0,2.0,6.0,4.0,0.0,0.0,9.0,1.0,2.9,2.9,3.3,6.2,56.0,102.0,142.0,0.14,0.07,0.21,0.14,0.21,0.1,0.12,0.22,0.1,0.22,Matches,2022-2023,Leverkusen,
Exequiel Palacios,ar ARG,MF,23,34,26,2280.0,25.3,5.0,2.0,7.0,2.0,3.0,3.0,8.0,0.0,3.3,1.0,1.6,2.5,19.0,157.0,34.0,0.2,0.08,0.28,0.08,0.16,0.13,0.06,0.2,0.04,0.1,Matches,2022-2023,Leverkusen,
Odilon Kossounou,ci CIV,DF,21,35,25,2230.0,24.8,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,0.3,0.6,36.0,113.0,20.0,0.0,0.04,0.04,0.0,0.04,0.01,0.01,0.03,0.01,0.03,Matches,2022-2023,Leverkusen,
Kerem Demirbay,de GER,MF,29,36,21,2119.0,23.5,5.0,3.0,8.0,5.0,0.0,1.0,8.0,0.0,3.8,3.0,3.3,6.3,25.0,128.0,30.0,0.21,0.13,0.34,0.21,0.34,0.16,0.14,0.31,0.13,0.27,Matches,2022-2023,Leverkusen,
Adam Hložek,cz CZE,"MF,FW",20,44,24,1996.0,22.2,7.0,6.0,13.0,7.0,0.0,0.0,2.0,0.0,4.5,4.5,3.9,8.4,33.0,55.0,106.0,0.32,0.27,0.59,0.32,0.59,0.21,0.18,0.39,0.21,0.39,Matches,2022-2023,Leverkusen,
Amine Adli,ma MAR,"FW,MF",22,38,19,1839.0,20.4,7.0,3.0,10.0,7.0,0.0,0.0,3.0,2.0,6.7,6.7,2.7,9.4,63.0,64.0,188.0,0.34,0.15,0.49,0.34,0.49,0.33,0.13,0.46,0.33,0.46,Matches,2022-2023,Leverkusen,
Florian Wirtz,de GER,"MF,FW",19,25,19,1812.0,20.1,4.0,8.0,12.0,4.0,0.0,0.0,6.0,0.0,2.5,2.5,5.8,8.3,66.0,135.0,158.0,0.2,0.4,0.6,0.2,0.6,0.12,0.29,0.41,0.12,0.41,Matches,2022-2023,Leverkusen,
Patrik Schick,cz CZE,FW,26,23,16,1533.0,17.0,4.0,1.0,5.0,4.0,0.0,1.0,0.0,0.0,7.4,6.6,0.7,7.3,15.0,21.0,102.0,0.23,0.06,0.29,0.23,0.29,0.47,0.04,0.51,0.42,0.46,Matches,2022-2023,Leverkusen,
Nadiem Amiri,de GER,"MF,FW",25,36,13,1368.0,15.2,4.0,2.0,6.0,3.0,1.0,1.0,6.0,0.0,2.3,1.6,1.6,3.2,38.0,77.0,49.0,0.26,0.13,0.39,0.2,0.33,0.16,0.11,0.27,0.1,0.21,Matches,2022-2023,Leverkusen,
Sardar Azmoun,ir IRN,FW,27,33,12,1251.0,13.9,4.0,4.0,8.0,4.0,0.0,0.0,1.0,0.0,4.8,4.8,3.5,8.4,15.0,37.0,63.0,0.29,0.29,0.58,0.29,0.58,0.36,0.27,0.63,0.36,0.63,Matches,2022-2023,Leverkusen,
Callum Hudson-Odoi,eng ENG,FW,21,21,13,1069.0,11.9,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.1,1.1,2.0,3.1,56.0,63.0,96.0,0.08,0.08,0.17,0.08,0.17,0.09,0.17,0.26,0.09,0.26,Matches,2022-2023,Leverkusen,
